evaluation_stage,year,top_n,round_trip_cost_rate,observations,gross_final_return,net_final_return,vnindex_final_return,equal_weight_30_final_return,excess_vs_vnindex,excess_vs_equal_weight_30,sharpe_annualized,max_drawdown,max_drawdown_method,positive_period_rate
walk_forward_validation,2024,3,0.006,11,0.3927502393707367,0.3060314842039178,0.08008944211980507,0.05074253525720884,0.22594204208411273,0.25528894894670895,1.968487734847065,-0.036980783624530944,period_end_equity_curve,0.7272727272727273
walk_forward_validation,2024,5,0.0,11,0.25947142634085285,0.25947142634085285,0.08008944211980507,0.12193874029418161,0.17938198422104779,0.13753268604667124,1.7105899973293097,-0.040947874346225044,period_end_equity_curve,0.6363636363636364
walk_forward_validation,2024,5,0.002,11,0.25947142634085285,0.23257848660115754,0.08008944211980507,0.09773389435688462,0.15248904448135248,0.13484459224427292,1.55590142487567,-0.042947874346225046,period_end_equity_curve,0.6363636363636364
walk_forward_validation,2024,5,0.004,11,0.25947142634085285,0.2062085037445307,0.08008944211980507,0.07400463444645045,0.12611906162472564,0.13220386929808026,1.4012128524220313,-0.04494787434622505,period_end_equity_curve,0.6363636363636364
walk_forward_validation,2024,5,0.006,11,0.25947142634085285,0.18035230908259403,0.08008944211980507,0.05074253525720884,0.10026286696278897,0.1296097738253852,1.2465242799683915,-0.04694787434622494,period_end_equity_curve,0.6363636363636364
walk_forward_validation,2024,8,0.0,11,0.27529499301209226,0.27529499301209226,0.08008944211980507,0.12193874029418161,0.1952055508922872,0.15335625271791065,1.986723625866583,-0.035484988344464785,period_end_equity_curve,0.6363636363636364
walk_forward_validation,2024,8,0.002,11,0.27529499301209226,0.2480991084691342,0.08008944211980507,0.09773389435688462,0.16800966634932912,0.15036521411224957,1.8147502145858248,-0.037484988344464676,period_end_equity_curve,0.6363636363636364
walk_forward_validation,2024,8,0.004,11,0.27529499301209226,0.22143140813258833,0.08008944211980507,0.07400463444645045,0.14134196601278326,0.14742677368613788,1.642776803305067,-0.03948498834446468,period_end_equity_curve,0.6363636363636364
walk_forward_validation,2024,8,0.006,11,0.27529499301209226,0.1952826430261132,0.08008944211980507,0.05074253525720884,0.11519320090630814,0.14454010776890436,1.4708033920243089,-0.04148498834446479,period_end_equity_curve,0.6363636363636364
walk_forward_validation,2024,10,0.0,11,0.25186357971905027,0.25186357971905027,0.08008944211980507,0.12193874029418161,0.1717741375992452,0.12992483942486865,1.688697711987435,-0.03770661699975919,period_end_equity_curve,0.6363636363636364
walk_forward_validation,2024,10,0.002,11,0.25186357971905027,0.22511900336928092,0.08008944211980507,0.09773389435688462,0.14502956124947586,0.1273851090123963,1.5318428738806873,-0.04162669830100996,period_end_equity_curve,0.6363636363636364
walk_forward_validation,2024,10,0.004,11,0.25186357971905027,0.19889477510575237,0.08008944211980507,0.07400463444645045,0.11880533298594731,0.12489014065930193,1.3749880357739392,-0.04553877960226038,period_end_equity_curve,0.6363636363636364
walk_forward_validation,2024,10,0.006,11,0.25186357971905027,0.1731817670917939,0.08008944211980507,0.05074253525720884,0.09309232497198883,0.12243923183458505,1.2181331976671919,-0.04944286090351113,period_end_equity_curve,0.6363636363636364
combined_oos_descriptive,2021-2025,2,0.0,55,1.3951976832644042,1.3951976832644042,0.29922904374382453,0.4967760403197856,1.0959686395205797,0.8984216429446186,0.7514271038673596,-0.5139305146526599,period_end_equity_curve,0.6
combined_oos_descriptive,2021-2025,2,0.002,55,1.3951976832644042,1.1480701191347125,0.29922904374382453,0.34150089341045997,0.8488410753908879,0.8065692257242525,0.6788996714706818,-0.523397306363321,period_end_equity_curve,0.6
combined_oos_descriptive,2021-2025,2,0.004,55,1.3951976832644042,0.9260199202053399,0.29922904374382453,0.2020701189224905,0.6267908764615153,0.7239498012828494,0.6063722390740041,-0.5327001609934126,period_end_equity_curve,0.5818181818181818
combined_oos_descriptive,2021-2025,2,0.006,55,1.3951976832644042,0.7265451519516557,0.29922904374382453,0.07689396758147593,0.42731610820783117,0.6496511843701798,0.5338448066773263,-0.5420067940274219,period_end_equity_curve,0.5818181818181818
combined_oos_descriptive,2021-2025,3,0.0,55,1.9565959769536772,1.9565959769536772,0.29922904374382453,0.4967760403197856,1.6573669332098526,1.4598199366338915,0.945862645118553,-0.3806279096254759,period_end_equity_curve,0.6363636363636364
combined_oos_descriptive,2021-2025,3,0.002,55,1.9565959769536772,1.6528719438027806,0.29922904374382453,0.34150089341045997,1.353642900058956,1.3113710503923206,0.8665575570952335,-0.39237632811191847,period_end_equity_curve,0.6363636363636364
combined_oos_descriptive,2021-2025,3,0.004,55,1.9565959769536772,1.3798349365843903,0.29922904374382453,0.2020701189224905,1.0806058928405657,1.1777648176618998,0.787252469071914,-0.40392663824651687,period_end_equity_curve,0.6181818181818182
combined_oos_descriptive,2021-2025,3,0.006,55,1.9565959769536772,1.1344365592733054,0.29922904374382453,0.07689396758147593,0.8352075155294809,1.0575425916918295,0.7079473810485946,-0.4152817635337819,period_end_equity_curve,0.6181818181818182
combined_oos_descriptive,2021-2025,5,0.0,55,1.2431090749768288,1.2431090749768288,0.29922904374382453,0.4967760403197856,0.9438800312330042,0.7463330346570431,0.7887908002742651,-0.4034029614680227,period_end_equity_curve,0.6181818181818182
combined_oos_descriptive,2021-2025,5,0.002,55,1.2431090749768288,1.0117087617835794,0.29922904374382453,0.34150089341045997,0.7124797180397549,0.6702078683731194,0.7017963081526808,-0.4205874314334932,period_end_equity_curve,0.6181818181818182
combined_oos_descriptive,2021-2025,5,0.004,55,1.2431090749768288,0.8037873793427761,0.29922904374382453,0.2020701189224905,0.5045583355989516,0.6017172604202856,0.6148018160310962,-0.4379867063547157,period_end_equity_curve,0.6
combined_oos_descriptive,2021-2025,5,0.006,55,1.2431090749768288,0.6170026088552725,0.29922904374382453,0.07689396758147593,0.31777356511144794,0.5401086412737965,0.5278073239095118,-0.45533544159590056,period_end_equity_curve,0.6
combined_oos_descriptive,2021-2025,8,0.0,55,1.2907916966960657,1.2907916966960657,0.29922904374382453,0.4967760403197856,0.9915626529522412,0.7940156563762801,0.8444416380814088,-0.3365553739620456,period_end_equity_curve,0.6545454545454545
combined_oos_descriptive,2021-2025,8,0.002,55,1.2907916966960657,1.0546396536972047,0.29922904374382453,0.34150089341045997,0.7554106099533802,0.7131387602867447,0.751324763308464,-0.34902209572874765,period_end_equity_curve,0.6363636363636364
combined_oos_descriptive,2021-2025,8,0.004,55,1.2907916966960657,0.8424319684377182,0.29922904374382453,0.2020701189224905,0.5432029246938936,0.6403618495152277,0.6582078885355188,-0.3612804637554802,period_end_equity_curve,0.6
combined_oos_descriptive,2021-2025,8,0.006,55,1.2907916966960657,0.6517815301096006,0.29922904374382453,0.07689396758147593,0.3525524863657761,0.5748875625281247,0.5650910137625739,-0.3744518868766893,period_end_equity_curve,0.6
combined_oos_descriptive,2021-2025,10,0.0,55,0.9420809502830669,0.9420809502830669,0.29922904374382453,0.4967760403197856,0.6428519065392424,0.4453049099632813,0.7248472769284985,-0.3272125038743644,period_end_equity_curve,0.5818181818181818
combined_oos_descriptive,2021-2025,10,0.002,55,0.9420809502830669,0.741369273675824,0.29922904374382453,0.34150089341045997,0.4421402299319994,0.399868380265364,0.6268582364291481,-0.3403997647697734,period_end_equity_curve,0.5818181818181818
combined_oos_descriptive,2021-2025,10,0.004,55,0.9420809502830669,0.5610604562387025,0.29922904374382453,0.2020701189224905,0.26183141249487796,0.358990337316212,0.5288691959297979,-0.3605315785770037,period_end_equity_curve,0.5818181818181818
